region,lat,lon,temperature,dayNight,precip,traffic,severity,cnt
"37.69,-110.23",37.69,-110.23,80+,Night,True,True,0,0
"37.69,-110.23",37.69,-110.23,80+,Night,True,False,0,0
"37.69,-110.23",37.69,-110.23,80+,Night,False,True,0,0
"37.69,-110.23",37.69,-110.23,< 80,Day,True,True,0,0
"37.69,-110.67",37.69,-110.67,< 80,Day,False,False,2,1
"37.69,-110.67",37.69,-110.67,80+,Night,False,False,0,0
"37.69,-110.67",37.69,-110.67,<= 32,Night,False,False,0,0
"37.69,-110.67",37.69,-110.67,<= 32,Day,True,True,0,0
"37.69,-110.67",37.69,-110.67,80+,Day,True,False,0,0
"37.69,-110.67",37.69,-110.67,< 80,Night,False,True,0,0
"37.69,-110.67",37.69,-110.67,<= 32,Day,True,False,0,0
"37.69,-110.67",37.69,-110.67,80+,Day,False,True,0,0
"37.69,-110.67",37.69,-110.67,<= 32,Day,False,True,0,0
"37.69,-110.67",37.69,-110.67,<= 32,Day,False,False,0,0
"37.69,-110.67",37.69,-110.67,80+,Day,False,False,0,0
"37.69,-110.67",37.69,-110.67,< 80,Night,True,False,0,0
"37.69,-110.67",37.69,-110.67,80+,Day,True,True,0,0
"37.69,-110.67",37.69,-110.67,80+,Night,True,False,0,0
"37.69,-110.67",37.69,-110.67,80+,Night,True,True,0,0
"37.69,-110.67",37.69,-110.67,< 80,Night,True,True,0,0
"37.69,-110.67",37.69,-110.67,80+,Night,False,True,0,0
"37.69,-110.67",37.69,-110.67,< 80,Day,False,True,0,0
"37.69,-110.67",37.69,-110.67,<= 32,Night,True,True,0,0
"37.69,-110.67",37.69,-110.67,<= 32,Night,True,False,0,0
"37.69,-110.67",37.69,-110.67,< 80,Day,True,False,0,0
"37.69,-110.67",37.69,-110.67,< 80,Day,True,True,0,0
"37.69,-110.67",37.69,-110.67,<= 32,Night,False,True,0,0
"37.69,-110.67",37.69,-110.67,< 80,Night,False,False,0,0
"37.69,-111.89",37.69,-111.89,<= 32,Night,False,True,0,0
"37.69,-111.89",37.69,-111.89,<= 32,Night,False,False,0,0
"37.69,-111.89",37.69,-111.89,<= 32,Night,True,True,0,0
"37.69,-111.89",37.69,-111.89,<= 32,Day,False,False,0,0
"37.69,-111.89",37.69,-111.89,< 80,Day,True,True,0,0
"37.69,-111.89",37.69,-111.89,<= 32,Night,True,False,0,0
"37.69,-111.89",37.69,-111.89,< 80,Night,False,False,0,0
"37.69,-111.89",37.69,-111.89,< 80,Day,False,True,0,0
"37.69,-111.89",37.69,-111.89,< 80,Night,True,True,0,0
"37.69,-111.89",37.69,-111.89,< 80,Night,False,True,0,0
"37.69,-111.89",37.69,-111.89,<= 32,Day,False,True,0,0
"37.69,-111.89",37.69,-111.89,80+,Day,True,True,0,0
"37.69,-111.89",37.69,-111.89,80+,Day,True,False,0,0
"37.69,-111.89",37.69,-111.89,80+,Day,False,True,0,0
"37.69,-111.89",37.69,-111.89,80+,Day,False,False,0,0
"37.69,-111.89",37.69,-111.89,80+,Night,True,True,0,0
"37.69,-111.89",37.69,-111.89,80+,Night,True,False,0,0
"37.69,-111.89",37.69,-111.89,80+,Night,False,True,0,0
"37.69,-111.89",37.69,-111.89,80+,Night,False,False,0,0
"37.69,-111.89",37.69,-111.89,< 80,Day,True,False,0,0
"37.69,-111.89",37.69,-111.89,<= 32,Day,True,False,0,0
"37.69,-111.89",37.69,-111.89,< 80,Night,True,False,0,0
"37.69,-111.89",37.69,-111.89,< 80,Day,False,False,2,1
"37.69,-111.89",37.69,-111.89,<= 32,Day,True,True,0,0
"37.69,-112.11",37.69,-112.11,80+,Night,True,True,0,0
"37.69,-112.11",37.69,-112.11,80+,Day,True,False,0,0
"37.69,-112.11",37.69,-112.11,< 80,Night,True,False,0,0
"37.69,-112.11",37.69,-112.11,80+,Day,False,True,0,0
"37.69,-112.11",37.69,-112.11,80+,Night,False,False,12,6
"37.69,-112.11",37.69,-112.11,< 80,Night,True,True,0,0
"37.69,-112.11",37.69,-112.11,<= 32,Night,False,False,0,0
"37.69,-112.11",37.69,-112.11,< 80,Day,False,False,18,6
"37.69,-112.11",37.69,-112.11,80+,Night,True,False,0,0
"37.69,-112.11",37.69,-112.11,80+,Night,False,True,0,0
"37.69,-112.11",37.69,-112.11,<= 32,Day,True,True,0,0
"37.69,-112.11",37.69,-112.11,<= 32,Night,True,True,0,0
"37.69,-112.11",37.69,-112.11,< 80,Night,False,True,0,0
"37.69,-112.11",37.69,-112.11,80+,Day,True,True,0,0
"37.69,-112.11",37.69,-112.11,<= 32,Day,False,True,0,0
"37.69,-112.11",37.69,-112.11,80+,Day,False,False,14,7
"37.69,-112.11",37.69,-112.11,<= 32,Night,True,False,0,0
"37.69,-112.11",37.69,-112.11,< 80,Night,False,False,10,3
"37.69,-112.11",37.69,-112.11,<= 32,Day,False,False,10,5
"37.69,-112.11",37.69,-112.11,<= 32,Night,False,True,0,0
"37.69,-112.11",37.69,-112.11,<= 32,Day,True,False,0,0
"37.69,-112.11",37.69,-112.11,< 80,Day,True,True,0,0
"37.69,-112.11",37.69,-112.11,< 80,Day,False,True,0,0
"37.69,-112.11",37.69,-112.11,< 80,Day,True,False,0,0
"37.69,-112.33",37.69,-112.33,<= 32,Night,False,False,0,0
"37.69,-112.33",37.69,-112.33,<= 32,Night,False,True,0,0
"37.69,-112.33",37.69,-112.33,<= 32,Day,False,False,0,0
"37.69,-112.33",37.69,-112.33,<= 32,Night,True,False,0,0
"37.69,-112.33",37.69,-112.33,< 80,Day,False,True,0,0
"37.69,-112.33",37.69,-112.33,<= 32,Day,True,True,0,0
"37.69,-112.33",37.69,-112.33,<= 32,Day,True,False,0,0
"37.69,-112.33",37.69,-112.33,<= 32,Night,True,True,0,0
"37.69,-112.33",37.69,-112.33,<= 32,Day,False,True,0,0
"37.69,-112.33",37.69,-112.33,< 80,Night,False,False,0,0
"37.69,-112.33",37.69,-112.33,< 80,Night,True,True,0,0
"37.69,-112.33",37.69,-112.33,80+,Day,False,False,2,1
"37.69,-112.33",37.69,-112.33,80+,Night,False,False,0,0
"37.69,-112.33",37.69,-112.33,80+,Night,False,True,0,0
"37.69,-112.33",37.69,-112.33,< 80,Day,False,False,0,0
"37.69,-112.33",37.69,-112.33,80+,Night,True,True,0,0
"37.69,-112.33",37.69,-112.33,80+,Night,True,False,0,0
"37.69,-112.33",37.69,-112.33,80+,Day,True,False,0,0
"37.69,-112.33",37.69,-112.33,80+,Day,True,True,0,0
"37.69,-112.33",37.69,-112.33,< 80,Day,True,True,0,0
"37.69,-112.33",37.69,-112.33,< 80,Night,False,True,0,0
"37.69,-112.33",37.69,-112.33,< 80,Night,True,False,0,0
"37.69,-112.33",37.69,-112.33,80+,Day,False,True,0,0
"37.69,-112.33",37.69,-112.33,< 80,Day,True,False,0,0
"37.69,-112.45",37.69,-112.45,80+,Night,True,True,0,0
"37.69,-112.45",37.69,-112.45,<= 32,Day,True,False,0,0
"37.69,-112.45",37.69,-112.45,80+,Day,False,False,0,0
"37.69,-112.45",37.69,-112.45,80+,Day,False,True,0,0
"37.69,-112.45",37.69,-112.45,<= 32,Day,False,True,0,0
"37.69,-112.45",37.69,-112.45,<= 32,Day,True,True,0,0
"37.69,-112.45",37.69,-112.45,<= 32,Day,False,False,0,0
"37.69,-112.45",37.69,-112.45,<= 32,Night,True,True,0,0
"37.69,-112.45",37.69,-112.45,<= 32,Night,True,False,0,0
"37.69,-112.45",37.69,-112.45,<= 32,Night,False,True,0,0
"37.69,-112.45",37.69,-112.45,80+,Day,True,True,0,0
"37.69,-112.45",37.69,-112.45,< 80,Day,True,True,0,0
"37.69,-112.45",37.69,-112.45,< 80,Day,True,False,0,0
"37.69,-112.45",37.69,-112.45,< 80,Day,False,True,0,0
"37.69,-112.45",37.69,-112.45,<= 32,Night,False,False,0,0
"37.69,-112.45",37.69,-112.45,< 80,Night,True,False,0,0
"37.69,-112.45",37.69,-112.45,< 80,Day,False,False,4,2
"37.69,-112.45",37.69,-112.45,80+,Night,True,False,0,0
"37.69,-112.45",37.69,-112.45,< 80,Night,True,True,0,0
"37.69,-112.45",37.69,-112.45,< 80,Night,False,False,0,0
"37.69,-112.45",37.69,-112.45,80+,Night,False,True,0,0
"37.69,-112.45",37.69,-112.45,80+,Day,True,False,0,0
"37.69,-112.45",37.69,-112.45,80+,Night,False,False,0,0
"37.69,-112.45",37.69,-112.45,< 80,Night,False,True,0,0
"37.69,-112.67",37.69,-112.67,< 80,Day,True,True,0,0
"37.69,-112.67",37.69,-112.67,<= 32,Day,False,False,2,1
"37.69,-112.67",37.69,-112.67,< 80,Day,True,False,0,0
"37.69,-112.67",37.69,-112.67,<= 32,Day,False,True,0,0
"37.69,-112.67",37.69,-112.67,<= 32,Night,True,True,0,0
"37.69,-112.67",37.69,-112.67,<= 32,Night,True,False,0,0
"37.69,-112.67",37.69,-112.67,<= 32,Night,False,False,0,0
"37.69,-112.67",37.69,-112.67,<= 32,Night,False,True,0,0
"37.69,-112.67",37.69,-112.67,< 80,Day,False,True,0,0
"37.69,-112.67",37.69,-112.67,< 80,Night,True,False,0,0
"37.69,-112.67",37.69,-112.67,< 80,Day,False,False,0,0
"37.69,-112.67",37.69,-112.67,80+,Night,False,True,0,0
"37.69,-112.67",37.69,-112.67,80+,Night,True,False,0,0
"37.69,-112.67",37.69,-112.67,80+,Night,True,True,0,0
"37.69,-112.67",37.69,-112.67,80+,Day,False,False,0,0
"37.69,-112.67",37.69,-112.67,< 80,Night,True,True,0,0
"37.69,-112.67",37.69,-112.67,<= 32,Day,True,False,0,0
"37.69,-112.67",37.69,-112.67,<= 32,Day,True,True,0,0
"37.69,-112.67",37.69,-112.67,< 80,Night,False,True,0,0
"37.69,-112.67",37.69,-112.67,80+,Day,True,False,0,0
"37.69,-112.67",37.69,-112.67,< 80,Night,False,False,0,0
"37.69,-112.67",37.69,-112.67,80+,Day,True,True,0,0
"37.69,-112.67",37.69,-112.67,80+,Day,False,True,0,0
"37.69,-112.67",37.69,-112.67,80+,Night,False,False,0,0
"37.69,-112.89",37.69,-112.89,80+,Day,False,False,0,0
"37.69,-112.89",37.69,-112.89,<= 32,Day,True,False,4,1
"37.69,-112.89",37.69,-112.89,<= 32,Day,False,False,2,1
"37.69,-112.89",37.69,-112.89,<= 32,Night,True,False,0,0
"37.69,-112.89",37.69,-112.89,< 80,Day,False,False,2,1
"37.69,-112.89",37.69,-112.89,80+,Night,False,True,0,0
"37.69,-112.89",37.69,-112.89,80+,Night,True,False,0,0
"37.69,-112.89",37.69,-112.89,80+,Night,True,True,0,0
"37.69,-112.89",37.69,-112.89,<= 32,Night,True,True,0,0
"37.69,-112.89",37.69,-112.89,80+,Night,False,False,0,0
"37.69,-112.89",37.69,-112.89,< 80,Day,True,False,0,0
"37.69,-112.89",37.69,-112.89,< 80,Day,True,True,0,0
"37.69,-112.89",37.69,-112.89,<= 32,Day,True,True,0,0
"37.69,-112.89",37.69,-112.89,< 80,Day,False,True,0,0
"37.69,-112.89",37.69,-112.89,< 80,Night,True,True,0,0
"37.69,-112.89",37.69,-112.89,< 80,Night,True,False,0,0
"37.69,-112.89",37.69,-112.89,< 80,Night,False,True,0,0
"37.69,-112.89",37.69,-112.89,< 80,Night,False,False,0,0
"37.69,-112.89",37.69,-112.89,<= 32,Day,False,True,0,0
"37.69,-112.89",37.69,-112.89,80+,Day,True,True,0,0
"37.69,-112.89",37.69,-112.89,80+,Day,False,True,0,0
"37.69,-112.89",37.69,-112.89,<= 32,Night,False,False,0,0
"37.69,-112.89",37.69,-112.89,<= 32,Night,False,True,0,0
"37.69,-112.89",37.69,-112.89,80+,Day,True,False,0,0
"37.69,-113.01",37.69,-113.01,<= 32,Night,False,False,30,15
"37.69,-113.01",37.69,-113.01,< 80,Night,False,True,6,3
"37.69,-113.01",37.69,-113.01,< 80,Day,True,False,14,6
"37.69,-113.01",37.69,-113.01,80+,Day,False,True,25,12
"37.69,-113.01",37.69,-113.01,80+,Night,False,True,2,1
"37.69,-113.01",37.69,-113.01,<= 32,Day,False,False,36,16
"37.69,-113.01",37.69,-113.01,80+,Night,False,False,6,3
"37.69,-113.01",37.69,-113.01,80+,Day,False,False,47,22
"37.69,-113.01",37.69,-113.01,<= 32,Day,False,True,2,1
"37.69,-113.01",37.69,-113.01,< 80,Night,True,True,0,0
"37.69,-113.01",37.69,-113.01,< 80,Night,False,False,65,30
"37.69,-113.01",37.69,-113.01,< 80,Day,True,True,0,0
"37.69,-113.01",37.69,-113.01,<= 32,Night,True,True,0,0
"37.69,-113.01",37.69,-113.01,<= 32,Day,True,True,0,0
"37.69,-113.01",37.69,-113.01,80+,Day,True,True,0,0
"37.69,-113.01",37.69,-113.01,80+,Day,True,False,0,0
"37.69,-113.01",37.69,-113.01,< 80,Night,True,False,0,0
"37.69,-113.01",37.69,-113.01,80+,Night,True,True,0,0
"37.69,-113.01",37.69,-113.01,<= 32,Night,False,True,6,3
"37.69,-113.01",37.69,-113.01,< 80,Day,False,False,193,90
"37.69,-113.01",37.69,-113.01,<= 32,Day,True,False,23,10
"37.69,-113.01",37.69,-113.01,< 80,Day,False,True,56,27
"37.69,-113.01",37.69,-113.01,<= 32,Night,True,False,8,4
"37.69,-113.01",37.69,-113.01,80+,Night,True,False,0,0
"37.69,-113.11",37.69,-113.11,<= 32,Day,True,True,4,2
"37.69,-113.11",37.69,-113.11,< 80,Night,False,False,24,12
"37.69,-113.11",37.69,-113.11,<= 32,Day,False,True,8,4
"37.69,-113.11",37.69,-113.11,< 80,Day,True,True,4,2
"37.69,-113.11",37.69,-113.11,< 80,Day,False,False,56,28
"37.69,-113.11",37.69,-113.11,< 80,Day,False,True,36,18
"37.69,-113.11",37.69,-113.11,<= 32,Night,False,False,2,1
"37.69,-113.11",37.69,-113.11,80+,Day,False,False,24,12
"37.69,-113.11",37.69,-113.11,80+,Day,False,True,8,4
"37.69,-113.11",37.69,-113.11,80+,Night,True,False,0,0
"37.69,-113.11",37.69,-113.11,80+,Night,False,True,0,0
"37.69,-113.11",37.69,-113.11,80+,Night,True,True,0,0
"37.69,-113.11",37.69,-113.11,80+,Day,True,False,0,0
"37.69,-113.11",37.69,-113.11,80+,Day,True,True,0,0
"37.69,-113.11",37.69,-113.11,< 80,Night,True,False,0,0
"37.69,-113.11",37.69,-113.11,< 80,Night,True,True,0,0
"37.69,-113.11",37.69,-113.11,<= 32,Night,False,True,0,0
"37.69,-113.11",37.69,-113.11,80+,Night,False,False,0,0
"37.69,-113.11",37.69,-113.11,<= 32,Night,True,False,0,0
"37.69,-113.11",37.69,-113.11,<= 32,Night,True,True,0,0
"37.69,-113.11",37.69,-113.11,<= 32,Day,True,False,0,0
"37.69,-113.11",37.69,-113.11,< 80,Day,True,False,4,2
"37.69,-113.11",37.69,-113.11,<= 32,Day,False,False,2,1
"37.69,-113.11",37.69,-113.11,< 80,Night,False,True,6,3
"37.69,-113.55",37.69,-113.55,80+,Day,True,False,0,0
"37.69,-113.55",37.69,-113.55,< 80,Day,True,True,0,0
"37.69,-113.55",37.69,-113.55,80+,Night,True,True,0,0
"37.69,-113.55",37.69,-113.55,80+,Day,False,True,0,0
"37.69,-113.55",37.69,-113.55,80+,Night,False,False,2,1
"37.69,-113.55",37.69,-113.55,80+,Day,True,True,0,0
"37.69,-113.55",37.69,-113.55,80+,Day,False,False,0,0
"37.69,-113.55",37.69,-113.55,< 80,Night,False,True,0,0
"37.69,-113.55",37.69,-113.55,<= 32,Night,False,True,0,0
"37.69,-113.55",37.69,-113.55,80+,Night,True,False,0,0
"37.69,-113.55",37.69,-113.55,< 80,Night,False,False,0,0
"37.69,-113.55",37.69,-113.55,80+,Night,False,True,0,0
"37.69,-113.55",37.69,-113.55,<= 32,Night,False,False,0,0
"37.69,-113.55",37.69,-113.55,<= 32,Night,True,True,0,0
"37.69,-113.55",37.69,-113.55,< 80,Day,False,False,8,4
"37.69,-113.55",37.69,-113.55,<= 32,Day,False,False,0,0
"37.69,-113.55",37.69,-113.55,<= 32,Day,True,False,0,0
"37.69,-113.55",37.69,-113.55,< 80,Day,True,False,0,0
"37.69,-113.55",37.69,-113.55,<= 32,Day,True,True,0,0
"37.69,-113.55",37.69,-113.55,< 80,Day,False,True,0,0
"37.69,-113.55",37.69,-113.55,< 80,Night,True,True,0,0
"37.69,-113.55",37.69,-113.55,<= 32,Night,True,False,0,0
"37.69,-113.55",37.69,-113.55,< 80,Night,True,False,0,0
"37.69,-113.55",37.69,-113.55,<= 32,Day,False,True,0,0
"37.69,-113.67",37.69,-113.67,< 80,Night,True,False,0,0
"37.69,-113.67",37.69,-113.67,< 80,Night,False,True,0,0
"37.69,-113.67",37.69,-113.67,80+,Day,True,False,0,0
"37.69,-113.67",37.69,-113.67,80+,Night,False,False,0,0
"37.69,-113.67",37.69,-113.67,80+,Day,False,False,0,0
"37.69,-113.67",37.69,-113.67,80+,Night,True,True,0,0
"37.69,-113.67",37.69,-113.67,80+,Night,True,False,0,0
"37.69,-113.67",37.69,-113.67,80+,Night,False,True,0,0
"37.69,-113.67",37.69,-113.67,< 80,Night,True,True,0,0
"37.69,-113.67",37.69,-113.67,80+,Day,False,True,0,0
"37.69,-113.67",37.69,-113.67,< 80,Day,False,True,0,0
"37.69,-113.67",37.69,-113.67,80+,Day,True,True,0,0
"37.69,-113.67",37.69,-113.67,< 80,Day,True,True,0,0
"37.69,-113.67",37.69,-113.67,< 80,Night,False,False,2,1
"37.69,-113.67",37.69,-113.67,< 80,Day,False,False,2,1
"37.69,-113.67",37.69,-113.67,< 80,Day,True,False,0,0
"37.69,-113.67",37.69,-113.67,<= 32,Day,True,True,0,0
"37.69,-113.67",37.69,-113.67,<= 32,Day,True,False,0,0
"37.69,-113.67",37.69,-113.67,<= 32,Day,False,True,0,0
"37.69,-113.67",37.69,-113.67,<= 32,Night,True,True,0,0
"37.69,-113.67",37.69,-113.67,<= 32,Night,False,False,0,0
"37.69,-113.67",37.69,-113.67,<= 32,Night,False,True,0,0
"37.69,-113.67",37.69,-113.67,<= 32,Night,True,False,0,0
"37.69,-113.67",37.69,-113.67,<= 32,Day,False,False,4,2
"37.71,-109.45",37.71,-109.45,< 80,Night,False,False,4,2
"37.71,-109.45",37.71,-109.45,< 80,Day,False,False,10,5
"37.71,-109.45",37.71,-109.45,80+,Night,False,False,0,0
"37.71,-109.45",37.71,-109.45,80+,Night,False,True,0,0
"37.71,-109.45",37.71,-109.45,<= 32,Day,False,False,2,1
"37.71,-109.45",37.71,-109.45,<= 32,Day,True,True,0,0
"37.71,-109.45",37.71,-109.45,<= 32,Day,True,False,0,0
"37.71,-109.45",37.71,-109.45,<= 32,Day,False,True,0,0
"37.71,-109.45",37.71,-109.45,<= 32,Night,True,True,0,0
"37.71,-109.45",37.71,-109.45,<= 32,Night,True,False,0,0
"37.71,-109.45",37.71,-109.45,<= 32,Night,False,True,0,0
"37.71,-109.45",37.71,-109.45,80+,Night,True,False,0,0
"37.71,-109.45",37.71,-109.45,80+,Night,True,True,0,0
"37.71,-109.45",37.71,-109.45,80+,Day,False,True,0,0
"37.71,-109.45",37.71,-109.45,< 80,Day,True,True,0,0
"37.71,-109.45",37.71,-109.45,< 80,Day,True,False,0,0
"37.71,-109.45",37.71,-109.45,< 80,Day,False,True,0,0
"37.71,-109.45",37.71,-109.45,80+,Day,True,False,0,0
"37.71,-109.45",37.71,-109.45,< 80,Night,True,True,0,0
"37.71,-109.45",37.71,-109.45,< 80,Night,True,False,0,0
"37.71,-109.45",37.71,-109.45,< 80,Night,False,True,0,0
"37.71,-109.45",37.71,-109.45,80+,Day,True,True,0,0
"37.71,-109.45",37.71,-109.45,<= 32,Night,False,False,0,0
"37.71,-109.45",37.71,-109.45,80+,Day,False,False,0,0
"37.71,-110.23",37.71,-110.23,80+,Night,False,True,0,0
"37.71,-110.23",37.71,-110.23,<= 32,Day,True,True,0,0
"37.71,-110.23",37.71,-110.23,80+,Night,True,False,0,0
"37.71,-110.23",37.71,-110.23,80+,Night,True,True,0,0
"37.71,-110.23",37.71,-110.23,80+,Day,False,False,0,0
"37.71,-110.23",37.71,-110.23,80+,Day,False,True,0,0
"37.71,-110.23",37.71,-110.23,80+,Day,True,False,0,0
"37.71,-110.23",37.71,-110.23,80+,Day,True,True,0,0
"37.71,-110.23",37.71,-110.23,< 80,Night,False,False,0,0
"37.71,-110.23",37.71,-110.23,< 80,Night,False,True,0,0
"37.71,-110.23",37.71,-110.23,< 80,Night,True,False,0,0
"37.71,-110.23",37.71,-110.23,80+,Night,False,False,0,0
"37.71,-110.23",37.71,-110.23,< 80,Night,True,True,0,0
"37.71,-110.23",37.71,-110.23,< 80,Day,True,False,0,0
"37.71,-110.23",37.71,-110.23,< 80,Day,True,True,0,0
"37.71,-110.23",37.71,-110.23,<= 32,Night,False,False,0,0
"37.71,-110.23",37.71,-110.23,< 80,Day,False,False,2,1
"37.71,-110.23",37.71,-110.23,<= 32,Night,False,True,0,0
"37.71,-110.23",37.71,-110.23,<= 32,Night,True,False,0,0
"37.71,-110.23",37.71,-110.23,<= 32,Night,True,True,0,0
"37.71,-110.23",37.71,-110.23,<= 32,Day,False,False,0,0
"37.71,-110.23",37.71,-110.23,<= 32,Day,True,False,0,0
"37.71,-110.23",37.71,-110.23,< 80,Day,False,True,0,0
"37.71,-110.23",37.71,-110.23,<= 32,Day,False,True,0,0
"37.71,-111.77",37.71,-111.77,<= 32,Day,True,True,0,0
"37.71,-111.77",37.71,-111.77,< 80,Day,False,False,6,3
"37.71,-111.77",37.71,-111.77,<= 32,Day,True,False,0,0
"37.71,-111.77",37.71,-111.77,<= 32,Day,False,True,0,0
"37.71,-111.77",37.71,-111.77,<= 32,Day,False,False,0,0
"37.71,-111.77",37.71,-111.77,<= 32,Night,True,False,0,0
"37.71,-111.77",37.71,-111.77,<= 32,Night,False,True,0,0
"37.71,-111.77",37.71,-111.77,<= 32,Night,False,False,0,0
"37.71,-111.77",37.71,-111.77,< 80,Day,True,True,0,0
"37.71,-111.77",37.71,-111.77,< 80,Day,True,False,0,0
"37.71,-111.77",37.71,-111.77,< 80,Day,False,True,0,0
"37.71,-111.77",37.71,-111.77,< 80,Night,True,True,0,0
"37.71,-111.77",37.71,-111.77,< 80,Night,True,False,0,0
"37.71,-111.77",37.71,-111.77,< 80,Night,False,True,0,0
"37.71,-111.77",37.71,-111.77,< 80,Night,False,False,0,0
"37.71,-111.77",37.71,-111.77,80+,Day,True,True,0,0
"37.71,-111.77",37.71,-111.77,80+,Day,True,False,0,0
"37.71,-111.77",37.71,-111.77,80+,Day,False,True,0,0
"37.71,-111.77",37.71,-111.77,80+,Day,False,False,0,0
"37.71,-111.77",37.71,-111.77,80+,Night,True,True,0,0
"37.71,-111.77",37.71,-111.77,80+,Night,True,False,0,0
"37.71,-111.77",37.71,-111.77,80+,Night,False,True,0,0
"37.71,-111.77",37.71,-111.77,80+,Night,False,False,0,0
"37.71,-111.77",37.71,-111.77,<= 32,Night,True,True,0,0
"37.71,-112.11",37.71,-112.11,< 80,Day,False,False,2,1
"37.71,-112.11",37.71,-112.11,<= 32,Day,True,False,0,0
"37.71,-112.11",37.71,-112.11,80+,Day,False,False,0,0
"37.71,-112.11",37.71,-112.11,<= 32,Day,True,True,0,0
"37.71,-112.11",37.71,-112.11,<= 32,Day,False,True,0,0
"37.71,-112.11",37.71,-112.11,<= 32,Day,False,False,0,0
"37.71,-112.11",37.71,-112.11,<= 32,Night,True,True,0,0
"37.71,-112.11",37.71,-112.11,<= 32,Night,True,False,0,0
"37.71,-112.11",37.71,-112.11,80+,Night,False,False,2,1
"37.71,-112.11",37.71,-112.11,<= 32,Night,False,True,0,0
"37.71,-112.11",37.71,-112.11,<= 32,Night,False,False,0,0
"37.71,-112.11",37.71,-112.11,< 80,Day,True,True,0,0
"37.71,-112.11",37.71,-112.11,< 80,Day,True,False,0,0
"37.71,-112.11",37.71,-112.11,< 80,Day,False,True,0,0
"37.71,-112.11",37.71,-112.11,< 80,Night,True,True,0,0
"37.71,-112.11",37.71,-112.11,< 80,Night,True,False,0,0
"37.71,-112.11",37.71,-112.11,< 80,Night,False,True,0,0
"37.71,-112.11",37.71,-112.11,< 80,Night,False,False,0,0
"37.71,-112.11",37.71,-112.11,80+,Day,True,True,0,0
"37.71,-112.11",37.71,-112.11,80+,Day,True,False,0,0
"37.71,-112.11",37.71,-112.11,80+,Day,False,True,0,0
"37.71,-112.11",37.71,-112.11,80+,Night,True,True,0,0
"37.71,-112.11",37.71,-112.11,80+,Night,True,False,0,0
"37.71,-112.11",37.71,-112.11,80+,Night,False,True,0,0
"37.71,-112.23",37.71,-112.23,80+,Night,True,False,0,0
"37.71,-112.23",37.71,-112.23,80+,Night,True,True,0,0
"37.71,-112.23",37.71,-112.23,80+,Night,False,True,0,0
"37.71,-112.23",37.71,-112.23,80+,Day,True,False,0,0
"37.71,-112.23",37.71,-112.23,80+,Day,False,False,22,11
"37.71,-112.23",37.71,-112.23,<= 32,Day,True,True,0,0
"37.71,-112.23",37.71,-112.23,<= 32,Day,False,False,8,4
"37.71,-112.23",37.71,-112.23,80+,Night,False,False,4,2
"37.71,-112.23",37.71,-112.23,<= 32,Day,True,False,0,0
"37.71,-112.23",37.71,-112.23,<= 32,Day,False,True,0,0
"37.71,-112.23",37.71,-112.23,<= 32,Night,True,True,0,0
"37.71,-112.23",37.71,-112.23,<= 32,Night,True,False,0,0
"37.71,-112.23",37.71,-112.23,80+,Day,False,True,0,0
"37.71,-112.23",37.71,-112.23,<= 32,Night,False,False,0,0
"37.71,-112.23",37.71,-112.23,<= 32,Night,False,True,0,0
"37.71,-112.23",37.71,-112.23,< 80,Day,True,False,0,0
"37.71,-112.23",37.71,-112.23,< 80,Day,False,True,0,0
"37.71,-112.23",37.71,-112.23,80+,nan,False,False,8,4
"37.71,-112.23",37.71,-112.23,< 80,Night,True,True,0,0
"37.71,-112.23",37.71,-112.23,< 80,Night,True,False,0,0
"37.71,-112.23",37.71,-112.23,< 80,Day,False,False,2,1
"37.71,-112.23",37.71,-112.23,< 80,Night,False,True,0,0
"37.71,-112.23",37.71,-112.23,< 80,Night,False,False,0,0
"37.71,-112.23",37.71,-112.23,80+,Day,True,True,0,0
"37.71,-112.23",37.71,-112.23,< 80,Day,True,True,0,0
"37.71,-112.33",37.71,-112.33,<= 32,Night,True,True,0,0
"37.71,-112.33",37.71,-112.33,<= 32,Day,True,True,0,0
"37.71,-112.33",37.71,-112.33,<= 32,Day,False,False,8,4
"37.71,-112.33",37.71,-112.33,<= 32,Day,True,False,0,0
"37.71,-112.33",37.71,-112.33,<= 32,Day,False,True,0,0
"37.71,-112.33",37.71,-112.33,<= 32,Night,True,False,0,0
"37.71,-112.33",37.71,-112.33,<= 32,Night,False,True,0,0
"37.71,-112.33",37.71,-112.33,< 80,Day,True,True,0,0
"37.71,-112.33",37.71,-112.33,< 80,Day,False,False,16,8
"37.71,-112.33",37.71,-112.33,80+,Day,False,False,2,1
"37.71,-112.33",37.71,-112.33,80+,Night,False,False,0,0
"37.71,-112.33",37.71,-112.33,80+,Night,False,True,0,0
"37.71,-112.33",37.71,-112.33,80+,Night,True,False,0,0
"37.71,-112.33",37.71,-112.33,<= 32,Night,False,False,0,0
"37.71,-112.33",37.71,-112.33,80+,Day,False,True,0,0
"37.71,-112.33",37.71,-112.33,80+,Day,True,False,0,0
"37.71,-112.33",37.71,-112.33,80+,Day,True,True,0,0
"37.71,-112.33",37.71,-112.33,< 80,Night,False,False,0,0
"37.71,-112.33",37.71,-112.33,< 80,Night,False,True,0,0
"37.71,-112.33",37.71,-112.33,< 80,Night,True,False,0,0
"37.71,-112.33",37.71,-112.33,< 80,Night,True,True,0,0
